Complaint ID,Citizen Name,Phone,Aadhaar,Complaint,AI Classification,Priority,Department,Date,Status
C0708,Citizen708,9836262844,XXXX XXXX 9788,Online scam,Fraud,High,Local Police,2026-01-25,Open
C0709,Citizen709,9759711628,XXXX XXXX 2200,My car was stolen,Vehicle Theft,Medium,Local Police,2026-02-19,Open
C0710,Citizen710,9160110736,XXXX XXXX 3197,Online scam,Fraud,High,Local Police,2026-01-26,Open
C0711,Citizen711,9831544154,XXXX XXXX 7113,Online scam,Fraud,High,Local Police,2026-07-01,Open
C0712,Citizen712,9601535131,XXXX XXXX 5570,Someone stole my bike,Theft,Medium,Local Police,2026-04-02,Open
C0713,Citizen713,9618183152,XXXX XXXX 3389,Neighbor attacked me,Assault,Medium,Local Police,2026-07-18,Open
C0714,Citizen714,9445715975,XXXX XXXX 7390,Bank account hacked,Cyber Crime,High,Local Police,2026-05-19,Open
C0715,Citizen715,9523006093,XXXX XXXX 5054,Online scam,Fraud,High,Local Police,2026-01-09,Open
C0716,Citizen716,9335586225,XXXX XXXX 1633,Bank account hacked,Cyber Crime,High,Local Police,2026-03-08,Open
C0717,Citizen717,9178264671,XXXX XXXX 5430,Online scam,Fraud,High,Local Police,2026-06-01,Open
C0718,Citizen718,9405036006,XXXX XXXX 4137,Neighbor attacked me,Assault,Medium,Local Police,2026-03-04,Open
C0719,Citizen719,9917730053,XXXX XXXX 6046,Bank account hacked,Cyber Crime,High,Local Police,2026-01-28,Open
C0720,Citizen720,9087086193,XXXX XXXX 8453,Online scam,Fraud,High,Local Police,2026-05-09,Open
C0721,Citizen721,9324693607,XXXX XXXX 8172,Bank account hacked,Cyber Crime,High,Local Police,2026-04-22,Open
C0722,Citizen722,9022130996,XXXX XXXX 6213,Neighbor attacked me,Assault,Medium,Local Police,2026-06-26,Open
C0723,Citizen723,9974190326,XXXX XXXX 8931,Someone stole my bike,Theft,Medium,Local Police,2026-05-24,Open
C0724,Citizen724,9485709302,XXXX XXXX 2635,Neighbor attacked me,Assault,Medium,Local Police,2026-06-09,Open
C0725,Citizen725,9205868074,XXXX XXXX 3025,Someone stole my bike,Theft,Medium,Local Police,2026-03-02,Open
C0726,Citizen726,9004769298,XXXX XXXX 5903,Bank account hacked,Cyber Crime,High,Local Police,2026-03-28,Open
C0727,Citizen727,9728854377,XXXX XXXX 3200,Online scam,Fraud,High,Local Police,2026-05-09,Open
C0728,Citizen728,9673992971,XXXX XXXX 9679,Bank account hacked,Cyber Crime,High,Local Police,2026-03-24,Open
C0729,Citizen729,9228523903,XXXX XXXX 5558,Neighbor attacked me,Assault,Medium,Local Police,2026-04-08,Open
C0730,Citizen730,9408822477,XXXX XXXX 2346,My car was stolen,Vehicle Theft,Medium,Local Police,2026-06-08,Open
C0731,Citizen731,9382624183,XXXX XXXX 9194,Online scam,Fraud,High,Local Police,2026-04-05,Open
C0732,Citizen732,9358720791,XXXX XXXX 4378,Bank account hacked,Cyber Crime,High,Local Police,2026-04-16,Open
C0733,Citizen733,9355737210,XXXX XXXX 4692,My car was stolen,Vehicle Theft,Medium,Local Police,2026-07-26,Open
C0734,Citizen734,9364943366,XXXX XXXX 9209,Someone stole my bike,Theft,Medium,Local Police,2026-02-10,Open
C0735,Citizen735,9050753424,XXXX XXXX 2458,Online scam,Fraud,High,Local Police,2026-04-28,Open
C0736,Citizen736,9701762289,XXXX XXXX 5864,Bank account hacked,Cyber Crime,High,Local Police,2026-05-28,Open
C0737,Citizen737,9468729428,XXXX XXXX 8752,Bank account hacked,Cyber Crime,High,Local Police,2026-05-07,Open
C0738,Citizen738,9354568548,XXXX XXXX 3827,Someone stole my bike,Theft,Medium,Local Police,2026-04-03,Open
C0739,Citizen739,9215562717,XXXX XXXX 9818,My car was stolen,Vehicle Theft,Medium,Local Police,2026-07-01,Open
C0740,Citizen740,9536993633,XXXX XXXX 5915,Neighbor attacked me,Assault,Medium,Local Police,2026-06-14,Open
C0741,Citizen741,9979057544,XXXX XXXX 1797,Neighbor attacked me,Assault,Medium,Local Police,2026-07-16,Open
C0742,Citizen742,9272125181,XXXX XXXX 3840,My car was stolen,Vehicle Theft,Medium,Local Police,2026-02-13,Open
C0743,Citizen743,9293419312,XXXX XXXX 8658,Online scam,Fraud,High,Local Police,2026-01-03,Open
C0744,Citizen744,9036472695,XXXX XXXX 2093,Bank account hacked,Cyber Crime,High,Local Police,2026-03-24,Open
C0745,Citizen745,9431740062,XXXX XXXX 6652,Neighbor attacked me,Assault,Medium,Local Police,2026-01-02,Open
C0746,Citizen746,9468583853,XXXX XXXX 2540,Online scam,Fraud,High,Local Police,2026-05-08,Open
C0747,Citizen747,9754377147,XXXX XXXX 1760,Someone stole my bike,Theft,Medium,Local Police,2026-04-08,Open
C0748,Citizen748,9460737806,XXXX XXXX 5001,Bank account hacked,Cyber Crime,High,Local Police,2026-06-06,Open
C0749,Citizen749,9654295111,XXXX XXXX 2686,My car was stolen,Vehicle Theft,Medium,Local Police,2026-05-16,Open
C0750,Citizen750,9612854657,XXXX XXXX 6153,Bank account hacked,Cyber Crime,High,Local Police,2026-01-18,Open
C0751,Citizen751,9016968182,XXXX XXXX 2537,Bank account hacked,Cyber Crime,High,Local Police,2026-01-16,Open
C0752,Citizen752,9591203165,XXXX XXXX 7703,Bank account hacked,Cyber Crime,High,Local Police,2026-07-17,Open
C0753,Citizen753,9564926542,XXXX XXXX 7603,Bank account hacked,Cyber Crime,High,Local Police,2026-03-08,Open
C0754,Citizen754,9394025383,XXXX XXXX 4006,Bank account hacked,Cyber Crime,High,Local Police,2026-06-16,Open
C0755,Citizen755,9791880559,XXXX XXXX 6387,Neighbor attacked me,Assault,Medium,Local Police,2026-02-07,Open
C0756,Citizen756,9549050520,XXXX XXXX 9507,Someone stole my bike,Theft,Medium,Local Police,2026-02-09,Open
C0757,Citizen757,9721944392,XXXX XXXX 8414,Bank account hacked,Cyber Crime,High,Local Police,2026-04-20,Open
C0758,Citizen758,9485249209,XXXX XXXX 4074,Someone stole my bike,Theft,Medium,Local Police,2026-05-15,Open
C0759,Citizen759,9954212615,XXXX XXXX 5408,Online scam,Fraud,High,Local Police,2026-04-14,Open
C0760,Citizen760,9419631802,XXXX XXXX 9816,Neighbor attacked me,Assault,Medium,Local Police,2026-06-05,Open
C0761,Citizen761,9676696733,XXXX XXXX 5009,Neighbor attacked me,Assault,Medium,Local Police,2026-04-04,Open
C0762,Citizen762,9118123035,XXXX XXXX 2525,Someone stole my bike,Theft,Medium,Local Police,2026-01-05,Open
C0763,Citizen763,9891265272,XXXX XXXX 1742,Someone stole my bike,Theft,Medium,Local Police,2026-07-15,Open
C0764,Citizen764,9510539811,XXXX XXXX 7617,Someone stole my bike,Theft,Medium,Local Police,2026-05-16,Open
C0765,Citizen765,9118456058,XXXX XXXX 4044,Bank account hacked,Cyber Crime,High,Local Police,2026-02-26,Open
C0766,Citizen766,9047662706,XXXX XXXX 8883,My car was stolen,Vehicle Theft,Medium,Local Police,2026-05-28,Open
C0767,Citizen767,9605587401,XXXX XXXX 3014,Online scam,Fraud,High,Local Police,2026-04-01,Open
C0768,Citizen768,9312196075,XXXX XXXX 3308,Someone stole my bike,Theft,Medium,Local Police,2026-07-11,Open
C0769,Citizen769,9188216707,XXXX XXXX 7545,My car was stolen,Vehicle Theft,Medium,Local Police,2026-04-13,Open
C0770,Citizen770,9554576444,XXXX XXXX 6253,Neighbor attacked me,Assault,Medium,Local Police,2026-05-25,Open
C0771,Citizen771,9321963322,XXXX XXXX 6135,My car was stolen,Vehicle Theft,Medium,Local Police,2026-03-25,Open
C0772,Citizen772,9209528854,XXXX XXXX 5866,Bank account hacked,Cyber Crime,High,Local Police,2026-05-16,Open
C0773,Citizen773,9198160454,XXXX XXXX 7846,My car was stolen,Vehicle Theft,Medium,Local Police,2026-05-14,Open
C0774,Citizen774,9476286660,XXXX XXXX 6609,Bank account hacked,Cyber Crime,High,Local Police,2026-02-04,Open
C0775,Citizen775,9879059970,XXXX XXXX 5693,Bank account hacked,Cyber Crime,High,Local Police,2026-05-22,Open
C0776,Citizen776,9173042486,XXXX XXXX 9447,Someone stole my bike,Theft,Medium,Local Police,2026-01-03,Open
C0777,Citizen777,9316852926,XXXX XXXX 3680,My car was stolen,Vehicle Theft,Medium,Local Police,2026-04-01,Open
C0778,Citizen778,9187442519,XXXX XXXX 4387,Someone stole my bike,Theft,Medium,Local Police,2026-06-12,Open
C0779,Citizen779,9330370209,XXXX XXXX 6105,My car was stolen,Vehicle Theft,Medium,Local Police,2026-04-12,Open
C0780,Citizen780,9601358502,XXXX XXXX 8579,Bank account hacked,Cyber Crime,High,Local Police,2026-01-27,Open
C0781,Citizen781,9462340951,XXXX XXXX 4855,My car was stolen,Vehicle Theft,Medium,Local Police,2026-06-01,Open
C0782,Citizen782,9721956596,XXXX XXXX 1800,Bank account hacked,Cyber Crime,High,Local Police,2026-04-10,Open
C0783,Citizen783,9916484018,XXXX XXXX 3945,Online scam,Fraud,High,Local Police,2026-06-04,Open
C0784,Citizen784,9039980445,XXXX XXXX 1020,Someone stole my bike,Theft,Medium,Local Police,2026-06-17,Open
C0785,Citizen785,9365536200,XXXX XXXX 6144,My car was stolen,Vehicle Theft,Medium,Local Police,2026-07-15,Open
C0786,Citizen786,9311436893,XXXX XXXX 6681,Online scam,Fraud,High,Local Police,2026-06-08,Open
C0787,Citizen787,9776738951,XXXX XXXX 2893,Neighbor attacked me,Assault,Medium,Local Police,2026-06-15,Open
C0788,Citizen788,9247507348,XXXX XXXX 7347,Online scam,Fraud,High,Local Police,2026-04-13,Open
C0789,Citizen789,9216019139,XXXX XXXX 9129,Bank account hacked,Cyber Crime,High,Local Police,2026-01-04,Open
C0790,Citizen790,9331139452,XXXX XXXX 3312,Someone stole my bike,Theft,Medium,Local Police,2026-06-17,Open
C0791,Citizen791,9594828721,XXXX XXXX 8439,My car was stolen,Vehicle Theft,Medium,Local Police,2026-02-07,Open
C0792,Citizen792,9851134519,XXXX XXXX 6807,Neighbor attacked me,Assault,Medium,Local Police,2026-05-02,Open
C0793,Citizen793,9711020779,XXXX XXXX 4653,Online scam,Fraud,High,Local Police,2026-06-06,Open
C0794,Citizen794,9193567925,XXXX XXXX 5771,Online scam,Fraud,High,Local Police,2026-07-07,Open
C0795,Citizen795,9560613110,XXXX XXXX 1298,My car was stolen,Vehicle Theft,Medium,Local Police,2026-01-27,Open
C0796,Citizen796,9788647963,XXXX XXXX 1585,Online scam,Fraud,High,Local Police,2026-07-12,Open
C0797,Citizen797,9734057365,XXXX XXXX 4290,Neighbor attacked me,Assault,Medium,Local Police,2026-05-24,Open
C0798,Citizen798,9092765503,XXXX XXXX 2318,Bank account hacked,Cyber Crime,High,Local Police,2026-07-21,Open
C0799,Citizen799,9383925631,XXXX XXXX 9302,Online scam,Fraud,High,Local Police,2026-06-18,Open
C0800,Citizen800,9041004750,XXXX XXXX 9642,My car was stolen,Vehicle Theft,Medium,Local Police,2026-07-11,Open
C0801,Citizen801,9620461033,XXXX XXXX 1204,Someone stole my bike,Theft,Medium,Local Police,2026-05-11,Open
C0802,Citizen802,9663503787,XXXX XXXX 4404,My car was stolen,Vehicle Theft,Medium,Local Police,2026-05-05,Open
C0803,Citizen803,9765324039,XXXX XXXX 9040,Neighbor attacked me,Assault,Medium,Local Police,2026-02-14,Open
C0804,Citizen804,9324963404,XXXX XXXX 8987,My car was stolen,Vehicle Theft,Medium,Local Police,2026-06-21,Open
C0805,Citizen805,9274167023,XXXX XXXX 6218,Online scam,Fraud,High,Local Police,2026-04-28,Open
C0806,Citizen806,9696717630,XXXX XXXX 1238,Online scam,Fraud,High,Local Police,2026-01-24,Open
C0807,Citizen807,9335612228,XXXX XXXX 5895,Bank account hacked,Cyber Crime,High,Local Police,2026-07-06,Open
C0808,Citizen808,9955767024,XXXX XXXX 3430,Someone stole my bike,Theft,Medium,Local Police,2026-07-11,Open
C0809,Citizen809,9011470358,XXXX XXXX 9306,Bank account hacked,Cyber Crime,High,Local Police,2026-03-25,Open
C0810,Citizen810,9432822747,XXXX XXXX 1285,Someone stole my bike,Theft,Medium,Local Police,2026-04-27,Open
C0811,Citizen811,9894360912,XXXX XXXX 3471,Bank account hacked,Cyber Crime,High,Local Police,2026-01-17,Open
C0812,Citizen812,9178715221,XXXX XXXX 6586,My car was stolen,Vehicle Theft,Medium,Local Police,2026-06-06,Open
C0813,Citizen813,9410618775,XXXX XXXX 6128,Bank account hacked,Cyber Crime,High,Local Police,2026-01-26,Open
C0814,Citizen814,9057788014,XXXX XXXX 5455,Someone stole my bike,Theft,Medium,Local Police,2026-06-24,Open
C0815,Citizen815,9058656256,XXXX XXXX 3337,Bank account hacked,Cyber Crime,High,Local Police,2026-03-16,Open
C0816,Citizen816,9755296170,XXXX XXXX 8371,My car was stolen,Vehicle Theft,Medium,Local Police,2026-03-21,Open
C0817,Citizen817,9890953333,XXXX XXXX 5504,Online scam,Fraud,High,Local Police,2026-04-02,Open
C0818,Citizen818,9244952221,XXXX XXXX 1085,Bank account hacked,Cyber Crime,High,Local Police,2026-01-21,Open
C0819,Citizen819,9303589357,XXXX XXXX 1487,Online scam,Fraud,High,Local Police,2026-04-23,Open
C0820,Citizen820,9886347392,XXXX XXXX 6323,My car was stolen,Vehicle Theft,Medium,Local Police,2026-02-14,Open
C0821,Citizen821,9549562102,XXXX XXXX 5856,Bank account hacked,Cyber Crime,High,Local Police,2026-04-05,Open
C0822,Citizen822,9474799019,XXXX XXXX 4117,Bank account hacked,Cyber Crime,High,Local Police,2026-01-22,Open
C0823,Citizen823,9047900568,XXXX XXXX 6766,Neighbor attacked me,Assault,Medium,Local Police,2026-01-03,Open
C0824,Citizen824,9092593059,XXXX XXXX 5552,Neighbor attacked me,Assault,Medium,Local Police,2026-01-02,Open
C0825,Citizen825,9290439340,XXXX XXXX 6214,Online scam,Fraud,High,Local Police,2026-06-02,Open
C0826,Citizen826,9166697596,XXXX XXXX 7831,Someone stole my bike,Theft,Medium,Local Police,2026-06-28,Open
C0827,Citizen827,9731149656,XXXX XXXX 8603,Online scam,Fraud,High,Local Police,2026-03-09,Open
C0828,Citizen828,9055896327,XXXX XXXX 2276,Bank account hacked,Cyber Crime,High,Local Police,2026-07-22,Open
C0829,Citizen829,9178672802,XXXX XXXX 3653,Neighbor attacked me,Assault,Medium,Local Police,2026-05-19,Open
C0830,Citizen830,9041671594,XXXX XXXX 2002,Bank account hacked,Cyber Crime,High,Local Police,2026-02-01,Open
C0831,Citizen831,9027484400,XXXX XXXX 2473,Online scam,Fraud,High,Local Police,2026-04-16,Open
C0832,Citizen832,9244780954,XXXX XXXX 8513,Someone stole my bike,Theft,Medium,Local Police,2026-02-17,Open
C0833,Citizen833,9643285589,XXXX XXXX 5122,Online scam,Fraud,High,Local Police,2026-07-16,Open
C0834,Citizen834,9827068117,XXXX XXXX 8407,Someone stole my bike,Theft,Medium,Local Police,2026-07-25,Open
C0835,Citizen835,9575893272,XXXX XXXX 7221,Neighbor attacked me,Assault,Medium,Local Police,2026-02-16,Open
C0836,Citizen836,9147358587,XXXX XXXX 8921,My car was stolen,Vehicle Theft,Medium,Local Police,2026-02-24,Open
C0837,Citizen837,9871581090,XXXX XXXX 8893,Bank account hacked,Cyber Crime,High,Local Police,2026-04-07,Open
C0838,Citizen838,9780286362,XXXX XXXX 9677,Someone stole my bike,Theft,Medium,Local Police,2026-01-25,Open
C0839,Citizen839,9806997915,XXXX XXXX 6546,Bank account hacked,Cyber Crime,High,Local Police,2026-04-26,Open
C0840,Citizen840,9875356171,XXXX XXXX 2821,Bank account hacked,Cyber Crime,High,Local Police,2026-07-01,Open
C0841,Citizen841,9486396011,XXXX XXXX 4182,Neighbor attacked me,Assault,Medium,Local Police,2026-04-17,Open
C0842,Citizen842,9353529535,XXXX XXXX 8647,Online scam,Fraud,High,Local Police,2026-06-06,Open
C0843,Citizen843,9424042617,XXXX XXXX 4871,Online scam,Fraud,High,Local Police,2026-06-20,Open
C0844,Citizen844,9875655939,XXXX XXXX 1468,Neighbor attacked me,Assault,Medium,Local Police,2026-03-28,Open
C0845,Citizen845,9832368982,XXXX XXXX 4782,Neighbor attacked me,Assault,Medium,Local Police,2026-01-21,Open
C0846,Citizen846,9396624541,XXXX XXXX 9631,Bank account hacked,Cyber Crime,High,Local Police,2026-03-11,Open
C0847,Citizen847,9663959079,XXXX XXXX 8754,Someone stole my bike,Theft,Medium,Local Police,2026-06-26,Open
C0848,Citizen848,9646441400,XXXX XXXX 3736,Bank account hacked,Cyber Crime,High,Local Police,2026-03-10,Open
C0849,Citizen849,9819417682,XXXX XXXX 9196,Online scam,Fraud,High,Local Police,2026-06-10,Open
C0850,Citizen850,9701748708,XXXX XXXX 4452,Neighbor attacked me,Assault,Medium,Local Police,2026-04-11,Open
C0851,Citizen851,9608630789,XXXX XXXX 7635,Someone stole my bike,Theft,Medium,Local Police,2026-04-26,Open
C0852,Citizen852,9577638896,XXXX XXXX 5747,Bank account hacked,Cyber Crime,High,Local Police,2026-04-22,Open
C0853,Citizen853,9114199790,XXXX XXXX 6755,Someone stole my bike,Theft,Medium,Local Police,2026-03-21,Open
C0854,Citizen854,9492773807,XXXX XXXX 7443,Bank account hacked,Cyber Crime,High,Local Police,2026-01-07,Open
C0855,Citizen855,9649167389,XXXX XXXX 7372,My car was stolen,Vehicle Theft,Medium,Local Police,2026-06-17,Open
C0856,Citizen856,9480052771,XXXX XXXX 4622,My car was stolen,Vehicle Theft,Medium,Local Police,2026-07-23,Open
C0857,Citizen857,9241929376,XXXX XXXX 1621,Someone stole my bike,Theft,Medium,Local Police,2026-01-15,Open
C0858,Citizen858,9211829122,XXXX XXXX 5883,My car was stolen,Vehicle Theft,Medium,Local Police,2026-07-23,Open
C0859,Citizen859,9172778345,XXXX XXXX 5455,Someone stole my bike,Theft,Medium,Local Police,2026-07-11,Open
C0860,Citizen860,9276103315,XXXX XXXX 9975,Online scam,Fraud,High,Local Police,2026-05-10,Open
C0861,Citizen861,9289951447,XXXX XXXX 4372,Neighbor attacked me,Assault,Medium,Local Police,2026-07-02,Open
C0862,Citizen862,9794634984,XXXX XXXX 7837,My car was stolen,Vehicle Theft,Medium,Local Police,2026-07-25,Open
C0863,Citizen863,9363450852,XXXX XXXX 3222,Bank account hacked,Cyber Crime,High,Local Police,2026-06-17,Open
C0864,Citizen864,9814461395,XXXX XXXX 8609,Someone stole my bike,Theft,Medium,Local Police,2026-01-25,Open
C0865,Citizen865,9773994324,XXXX XXXX 1114,My car was stolen,Vehicle Theft,Medium,Local Police,2026-07-23,Open
C0866,Citizen866,9673792662,XXXX XXXX 2493,Online scam,Fraud,High,Local Police,2026-01-23,Open
C0867,Citizen867,9585100993,XXXX XXXX 7021,Online scam,Fraud,High,Local Police,2026-04-07,Open
C0868,Citizen868,9138714860,XXXX XXXX 7324,Bank account hacked,Cyber Crime,High,Local Police,2026-04-02,Open
C0869,Citizen869,9905831420,XXXX XXXX 1789,Online scam,Fraud,High,Local Police,2026-06-03,Open
C0870,Citizen870,9902555093,XXXX XXXX 4002,My car was stolen,Vehicle Theft,Medium,Local Police,2026-06-20,Open
C0871,Citizen871,9533208170,XXXX XXXX 6958,Neighbor attacked me,Assault,Medium,Local Police,2026-07-26,Open
C0872,Citizen872,9275803469,XXXX XXXX 4889,My car was stolen,Vehicle Theft,Medium,Local Police,2026-07-07,Open
C0873,Citizen873,9061877175,XXXX XXXX 7857,Someone stole my bike,Theft,Medium,Local Police,2026-07-03,Open
C0874,Citizen874,9802803803,XXXX XXXX 1738,Bank account hacked,Cyber Crime,High,Local Police,2026-07-10,Open
C0875,Citizen875,9072873585,XXXX XXXX 4274,Bank account hacked,Cyber Crime,High,Local Police,2026-04-07,Open
C0876,Citizen876,9444098035,XXXX XXXX 8762,Bank account hacked,Cyber Crime,High,Local Police,2026-03-01,Open
C0877,Citizen877,9658411171,XXXX XXXX 2748,Online scam,Fraud,High,Local Police,2026-02-08,Open
C0878,Citizen878,9480327558,XXXX XXXX 1375,Someone stole my bike,Theft,Medium,Local Police,2026-04-05,Open
C0879,Citizen879,9956665195,XXXX XXXX 3724,My car was stolen,Vehicle Theft,Medium,Local Police,2026-02-13,Open
C0880,Citizen880,9163368604,XXXX XXXX 8143,Bank account hacked,Cyber Crime,High,Local Police,2026-07-16,Open
C0881,Citizen881,9361166313,XXXX XXXX 1356,Bank account hacked,Cyber Crime,High,Local Police,2026-06-09,Open
C0882,Citizen882,9146016324,XXXX XXXX 3914,Someone stole my bike,Theft,Medium,Local Police,2026-01-15,Open
C0883,Citizen883,9443913277,XXXX XXXX 7691,Bank account hacked,Cyber Crime,High,Local Police,2026-06-10,Open
C0884,Citizen884,9698708178,XXXX XXXX 1620,Neighbor attacked me,Assault,Medium,Local Police,2026-03-08,Open
C0885,Citizen885,9841600166,XXXX XXXX 7792,Neighbor attacked me,Assault,Medium,Local Police,2026-07-14,Open
C0886,Citizen886,9007061787,XXXX XXXX 4461,My car was stolen,Vehicle Theft,Medium,Local Police,2026-03-11,Open
C0887,Citizen887,9572556130,XXXX XXXX 5230,Neighbor attacked me,Assault,Medium,Local Police,2026-05-19,Open
C0888,Citizen888,9971600592,XXXX XXXX 8593,Online scam,Fraud,High,Local Police,2026-01-18,Open
C0889,Citizen889,9772841531,XXXX XXXX 4427,Bank account hacked,Cyber Crime,High,Local Police,2026-06-17,Open
C0890,Citizen890,9475437691,XXXX XXXX 9011,Bank account hacked,Cyber Crime,High,Local Police,2026-04-28,Open
C0891,Citizen891,9481204558,XXXX XXXX 9723,My car was stolen,Vehicle Theft,Medium,Local Police,2026-06-23,Open
C0892,Citizen892,9818516402,XXXX XXXX 1000,Neighbor attacked me,Assault,Medium,Local Police,2026-07-19,Open
C0893,Citizen893,9791591841,XXXX XXXX 3553,Online scam,Fraud,High,Local Police,2026-07-01,Open
C0894,Citizen894,9250545620,XXXX XXXX 8625,Neighbor attacked me,Assault,Medium,Local Police,2026-03-01,Open
C0895,Citizen895,9861327446,XXXX XXXX 2226,Online scam,Fraud,High,Local Police,2026-07-17,Open
C0896,Citizen896,9120041661,XXXX XXXX 4657,My car was stolen,Vehicle Theft,Medium,Local Police,2026-03-09,Open
C0897,Citizen897,9183359984,XXXX XXXX 7641,Bank account hacked,Cyber Crime,High,Local Police,2026-04-05,Open
C0898,Citizen898,9289280544,XXXX XXXX 9086,My car was stolen,Vehicle Theft,Medium,Local Police,2026-03-17,Open
C0899,Citizen899,9618374037,XXXX XXXX 1651,Neighbor attacked me,Assault,Medium,Local Police,2026-04-17,Open
C0900,Citizen900,9876086291,XXXX XXXX 3964,Neighbor attacked me,Assault,Medium,Local Police,2026-07-04,Open
C0901,Citizen901,9950712089,XXXX XXXX 8284,Neighbor attacked me,Assault,Medium,Local Police,2026-07-27,Open
C0902,Citizen902,9714295388,XXXX XXXX 3264,Bank account hacked,Cyber Crime,High,Local Police,2026-03-08,Open
C0903,Citizen903,9965472741,XXXX XXXX 5179,Someone stole my bike,Theft,Medium,Local Police,2026-01-19,Open
C0904,Citizen904,9662032890,XXXX XXXX 4718,My car was stolen,Vehicle Theft,Medium,Local Police,2026-05-03,Open
C0905,Citizen905,9964500789,XXXX XXXX 6433,Someone stole my bike,Theft,Medium,Local Police,2026-04-02,Open
C0906,Citizen906,9751814120,XXXX XXXX 6589,Someone stole my bike,Theft,Medium,Local Police,2026-01-22,Open
C0907,Citizen907,9947958070,XXXX XXXX 6576,Bank account hacked,Cyber Crime,High,Local Police,2026-01-11,Open
C0908,Citizen908,9683920080,XXXX XXXX 9857,Online scam,Fraud,High,Local Police,2026-05-09,Open
C0909,Citizen909,9375064474,XXXX XXXX 2790,Someone stole my bike,Theft,Medium,Local Police,2026-04-25,Open
C0910,Citizen910,9816450801,XXXX XXXX 9968,Bank account hacked,Cyber Crime,High,Local Police,2026-04-05,Open
C0911,Citizen911,9706153422,XXXX XXXX 3661,Someone stole my bike,Theft,Medium,Local Police,2026-01-15,Open
C0912,Citizen912,9356090064,XXXX XXXX 7616,Bank account hacked,Cyber Crime,High,Local Police,2026-02-21,Open
C0913,Citizen913,9870269427,XXXX XXXX 9947,Online scam,Fraud,High,Local Police,2026-05-01,Open
C0914,Citizen914,9231928054,XXXX XXXX 7535,Online scam,Fraud,High,Local Police,2026-04-22,Open
C0915,Citizen915,9386759853,XXXX XXXX 1085,Online scam,Fraud,High,Local Police,2026-06-26,Open
C0916,Citizen916,9159789317,XXXX XXXX 5674,My car was stolen,Vehicle Theft,Medium,Local Police,2026-01-01,Open
C0917,Citizen917,9215030032,XXXX XXXX 4480,Someone stole my bike,Theft,Medium,Local Police,2026-06-08,Open
C0918,Citizen918,9778978639,XXXX XXXX 5228,My car was stolen,Vehicle Theft,Medium,Local Police,2026-02-23,Open
C0919,Citizen919,9235954387,XXXX XXXX 3086,Bank account hacked,Cyber Crime,High,Local Police,2026-02-07,Open
C0920,Citizen920,9089572540,XXXX XXXX 5153,Someone stole my bike,Theft,Medium,Local Police,2026-04-07,Open
C0921,Citizen921,9031356626,XXXX XXXX 6738,Online scam,Fraud,High,Local Police,2026-05-17,Open
C0922,Citizen922,9026271058,XXXX XXXX 4791,Someone stole my bike,Theft,Medium,Local Police,2026-03-15,Open
C0923,Citizen923,9145938130,XXXX XXXX 6128,Online scam,Fraud,High,Local Police,2026-01-02,Open
C0924,Citizen924,9130782922,XXXX XXXX 3872,My car was stolen,Vehicle Theft,Medium,Local Police,2026-03-27,Open
C0925,Citizen925,9124403698,XXXX XXXX 4939,My car was stolen,Vehicle Theft,Medium,Local Police,2026-06-08,Open
C0926,Citizen926,9968225109,XXXX XXXX 2774,My car was stolen,Vehicle Theft,Medium,Local Police,2026-03-27,Open
C0927,Citizen927,9954518337,XXXX XXXX 2551,My car was stolen,Vehicle Theft,Medium,Local Police,2026-06-20,Open
C0928,Citizen928,9179614428,XXXX XXXX 9146,Online scam,Fraud,High,Local Police,2026-05-19,Open
C0929,Citizen929,9643243682,XXXX XXXX 8356,Online scam,Fraud,High,Local Police,2026-07-04,Open
C0930,Citizen930,9806958738,XXXX XXXX 1675,Someone stole my bike,Theft,Medium,Local Police,2026-07-04,Open
C0931,Citizen931,9902714962,XXXX XXXX 1581,Online scam,Fraud,High,Local Police,2026-07-07,Open
C0932,Citizen932,9018569143,XXXX XXXX 8879,Neighbor attacked me,Assault,Medium,Local Police,2026-01-12,Open
C0933,Citizen933,9208588878,XXXX XXXX 5856,Someone stole my bike,Theft,Medium,Local Police,2026-03-17,Open
C0934,Citizen934,9318961899,XXXX XXXX 6280,Neighbor attacked me,Assault,Medium,Local Police,2026-07-24,Open
C0935,Citizen935,9065364168,XXXX XXXX 2465,Neighbor attacked me,Assault,Medium,Local Police,2026-02-01,Open
C0936,Citizen936,9719885946,XXXX XXXX 3634,Online scam,Fraud,High,Local Police,2026-04-01,Open
C0937,Citizen937,9383773292,XXXX XXXX 9596,Online scam,Fraud,High,Local Police,2026-03-02,Open
C0938,Citizen938,9536618439,XXXX XXXX 4723,Online scam,Fraud,High,Local Police,2026-03-12,Open
C0939,Citizen939,9227778968,XXXX XXXX 3439,Neighbor attacked me,Assault,Medium,Local Police,2026-05-02,Open
C0940,Citizen940,9152137835,XXXX XXXX 5574,Neighbor attacked me,Assault,Medium,Local Police,2026-07-21,Open
C0941,Citizen941,9154464523,XXXX XXXX 2781,Someone stole my bike,Theft,Medium,Local Police,2026-05-09,Open
C0942,Citizen942,9048538040,XXXX XXXX 9770,Neighbor attacked me,Assault,Medium,Local Police,2026-04-13,Open
C0943,Citizen943,9649291905,XXXX XXXX 4488,My car was stolen,Vehicle Theft,Medium,Local Police,2026-06-12,Open
